,exchange_id,ticker,name,sector,industry,country,website
159,2,CUBB,"Customers Bancorp, Inc. 5.375% Subordinated Notes Due 2034",,,,
169,2,CUBE,CubeSmart,Real Estate,REIT—Industrial,United States,http://www.cubesmart.com
172,2,CUBI,CUSTOMERS BANCORP INC,Financial Services,Banks—Regional,United States,http://www.customersbank.com
2893,2,CUK,Carnival PLC,Consumer Cyclical,Leisure,United States,http://www.carnivalcorp.com
1603,2,CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,United States,http://www.culp.com
153,2,CURO,CURO Group Holdings Corp.,Financial Services,Credit Services,United States,http://www.curo.com
157,2,CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail,United States,http://www.torrid.com
1604,2,CUZ,Cousins Properties Inc.,Real Estate,REIT—Office,United States,http://www.cousins.com
1605,2,CVA,Covanta Holding Corporation,Industrials,Waste Management,United States,http://www.covanta.com
1606,2,CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,http://www.cenovus.com
1607,2,CVEO,Civeo Corporation,Industrials,Specialty Business Services,United States,http://civeo.com
1608,2,CVI,"CVR ENERGY, INC.",Energy,Oil & Gas Refining & Marketing,United States,http://www.cvrenergy.com
1609,2,CVII,Churchill Capital Corp VII,,,,
1610,2,CVII.U,"Churchill Capital Corp VII Units, each consisting of one share of Class A common stock, and one-fift",,,,
171,2,CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,United States,http://www.carvana.com
151,2,CVS,CVS HEALTH CORPORATION,Healthcare,Healthcare Plans,United States,http://www.cvshealth.com
156,2,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,United States,http://www.chevron.com
158,2,CW,Curtiss-Wright Corp.,Industrials,Specialty Industrial Machinery,United States,http://www.curtisswright.com
161,2,CWAN,"Clearwater Analytics Holdings, Inc.",,,,
175,2,CWEN,"Clearway Energy, Inc. Class C Common Stock",Utilities,Utilities—Renewable,United States,http://www.clearwayenergy.com
152,2,CWEN.A,"Clearway Energy, Inc.  Class A Common Stock",Utilities,Utilities—Renewable,United States,http://www.clearwayenergy.com
154,2,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,http://www.campingworld.com
36,2,CWK,Cushman & Wakefield plc Ordinary Shares,Real Estate,Real Estate Services,United Kingdom,http://www.cushmanwakefield.com
1611,2,CWT,California Water Service,Utilities,Utilities—Regulated Water,United States,http://www.calwatergroup.com
1612,2,CX,Cemex S.A.B. de C.V.,Basic Materials,Building Materials,Mexico,http://www.cemex.com
51,2,CXE,MFS High Income Municipal Trust,Financial Services,Asset Management,United States,http://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview
60,2,CXH,MFS Investment Grade Municipal Trust,Financial Services,Asset Management,United States,http://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXH-mfs-investment-grade-municipal-trust.html#tab-overview
118,2,CXM,"Sprinklr, Inc.",Technology,Software—Application,United States,http://www.sprinklr.com
54,2,CXP,"COLUMBIA PROPERTY TRUST, INC.",Real Estate,REIT—Office,United States,http://www.columbia.reit
1613,2,CXW,"CoreCivic, Inc.",Real Estate,REIT—Specialty,United States,http://www.corecivic.com
5,2,CYD,China Yuchai International Ltd.,Industrials,Specialty Industrial Machinery,Singapore,http://www.cyilimited.com
4,2,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,United States,http://www.chs.net
45,2,CZOO,Cazoo Group Ltd,,,,
29,2,D,"Dominion Energy, Inc Common Stock",Utilities,Utilities—Regulated Electric,United States,http://www.dominionenergy.com
9,2,DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,http://www.danaos.com
1614,2,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,United States,http://www.delta.com
1615,2,DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,United States,http://www.dana.com
1616,2,DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",Communication Services,Internet Content & Information,China,http://www.youdao.com
1617,2,DAR,DARLING INGREDIENTS INC.,Consumer Defensive,Packaged Foods,United States,http://www.darlingii.com
1618,2,DASH,"DoorDash, Inc.",Communication Services,Internet Content & Information,United States,http://www.doordash.com
56,2,DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),Technology,Software—Infrastructure,United Kingdom,http://www.endava.com
35,2,DB,Deutsche Bank Aktiengesellschaft,Financial Services,Banks—Regional,Germany,http://www.db.com
1619,2,DBD,Diebold Nixdorf Incorporated,Technology,Software—Application,United States,http://www.dieboldnixdorf.com
13,2,DBI,Designer Brands Inc.,Consumer Cyclical,Apparel Retail,United States,http://www.designerbrands.com
8,2,DBL,DOUBLELINE OPPORTUNISTIC CREDIT FUND,Financial Services,Asset Management,United States,http://www.doubleline.com/opp-credit-fund-overview.php
58,2,DBRG,"DigitalBridge Group, Inc.",Real Estate,REIT—Diversified,United States,http://www.clny.com
1620,2,DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc.",,,,
1621,2,DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,United States,http://www.donaldson.com
1622,2,DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,United States,http://www.ducommun.com
1623,2,DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,United States,http://www.dcpmidstream.com
55,2,DCUE,"Dominion Energy, Inc. 2019 Series A Corporate Units",Utilities,Utilities—Regulated Electric,United States,http://www.dominionenergy.com
1624,2,DD,"DuPont de Nemours, Inc. Common Stock",Basic Materials,Specialty Chemicals,United States,http://www.dupont.com
1625,2,DDD,3D Systems Corp,Technology,Computer Hardware,United States,http://www.3dsystems.com
1626,2,DDF,"Delaware Investments Dividend & Income Fund, Inc.",Financial Services,Asset Management,United States,http://www.delawarefunds.com/closed-end/products/delaware-investments-dividend-and-income-fund-inc#tab_tab3
1627,2,DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),Consumer Defensive,Grocery Stores,China,http://www.100.me
1628,2,DDS,Dillards Inc.,Consumer Cyclical,Department Stores,United States,http://www.dillards.com
53,2,DDT,Dillard's Capital Trust I 7.50% Capital Securities,,,,
1629,2,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,United States,http://www.deere.com
1630,2,DEA,"Easterly Government Properties, Inc.",Real Estate,REIT—Office,United States,http://www.easterlyreit.com
1631,2,DECK,Deckers Outdoor Corp,Consumer Cyclical,Footwear & Accessories,United States,http://www.deckers.com
1632,2,DEI,"Douglas Emmett, Inc.",Real Estate,REIT—Office,United States,http://www.douglasemmett.com
1633,2,DELL,Dell Technologies Inc.,Technology,Computer Hardware,United States,http://www.delltechnologies.com
1634,2,DEN,Denbury Inc.,Energy,Oil & Gas E&P,United States,http://www.denbury.com
145,2,DEO,Diageo plc,Consumer Defensive,Beverages—Wineries & Distilleries,United Kingdom,http://www.diageo.com
1635,2,DESP,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,Argentina,http://www.despegar.com.ar
2791,2,DEX,DELAWARE ENHANCED GLOBAL DIVIDEND & INCOME FUND,Financial Services,Asset Management,United States,http://www.delawareinvestments.com/closed-end/products/delaware-enhanced-global-dividend-and-income-fund.aspx
1636,2,DFIN,"Donnelley Financial Solutions, Inc.",Financial Services,Capital Markets,United States,http://www.dfinsolutions.com
1637,2,DFP,FLAHERTY & CRUMRINE DYNAMIC PREFERRED AND INCOME FUND INCORPORATED,Financial Services,Asset Management,United States,http://www.flahertyfunds.com/funds/dfp-dynamic-preferred-income-fund/
1638,2,DFS,Discover Financial Services,Financial Services,Credit Services,United States,http://www.discover.com
2900,2,DG,Dollar General Corp.,Consumer Defensive,Discount Stores,United States,http://www.dollargeneral.com
1639,2,DGX,Quest Diagnostics Inc.,Healthcare,Diagnostics & Research,United States,http://www.questdiagnostics.com
1640,2,DHF,BNY Mellon High Yield Strategies Fund,,,,
2842,2,DHI,D.R. Horton Inc.,Consumer Cyclical,Residential Construction,United States,http://www.drhorton.com
1641,2,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,United States,http://www.danaher.com
1642,2,DHT,"DHT HOLDINGS, INC.",Energy,Oil & Gas Midstream,Bermuda,http://www.dhtankers.com
1643,2,DHX,"DHI Group, Inc.",Industrials,Staffing & Employment Services,United States,http://www.dhigroupinc.com
1644,2,DIAX,NUVEEN DOW 30SM DYNAMIC OVERWRITE FUND,Financial Services,Asset Management,United States,http://www.nuveen.com/CEF/Product/Overview.aspx?FundCode=DIAX
1645,2,DIDI,"DiDi Global Inc. American depositary shares, each four representing one Class A ordinary share",Technology,Software—Application,China,http://www.didiglobal.com
1646,2,DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,United States,http://www.dinebrands.com
1647,2,DIS,The Walt Disney Company,Communication Services,Entertainment,United States,http://www.thewaltdisneycompany.com
1648,2,DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,United States,http://www.delekus.com
1649,2,DKL,"DELEK LOGISTICS PARTNERS, LP",Energy,Oil & Gas Midstream,United States,http://www.deleklogistics.com
1650,2,DKS,"Dick's Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,United States,http://www.dickssportinggoods.com
1651,2,DLB,"Dolby Laboratories, Inc.Class A",Technology,Information Technology Services,United States,http://www.dolby.com
2793,2,DLNG,DYNAGAS LNG PARNERS LP,Energy,Oil & Gas Midstream,Greece,http://www.dynagaspartners.com
1652,2,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT—Office,United States,http://www.digitalrealty.com
1653,2,DLX,Deluxe Corporation,Communication Services,Advertising Agencies,United States,http://www.deluxe.com
1654,2,DLY,DoubleLine Yield Opportunities Fund,,,,
1655,2,DM,"Desktop Metal, Inc.",Technology,Computer Hardware,United States,http://www.desktopmetal.com
2794,2,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",,,,
1656,2,DMO,Western Asset Mortgage Opportunity Fund Inc.,Financial Services,Asset Management,United States,http://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=DMO
2799,2,DMS,"Digital Media Solutions, Inc.",Communication Services,Advertising Agencies,United States,http://www.digitalmediasolutions.com
2802,2,DMYQ,"dMY Technology Group, Inc. IV",Financial Services,Shell Companies,United States,http://www.dmytechnology.com
2803,2,DMYQ.U,"dMY Technology Group, Inc. IV Units, each consisting of one share of Class A common stock and one-fi",Financial Services,Shell Companies,United States,http://www.dmytechnology.com
1657,2,DMYS,"dMY Technology Group, Inc. VI",,,,
2804,2,DMYS.U,"dMY Technology Group, Inc. VI Units, each consisting of one share of Class A common stock and one-ha",Financial Services,Shell Companies,United States,http://www.dmytechnology.com
642,2,DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,United States,http://www.ginkgobioworks.com
1658,2,DNB,"Dun & Bradstreet Holdings, Inc.",Technology,Information Technology Services,United States,http://www.dnb.com
1659,2,DNMR,"Danimer Scientific, Inc.",Basic Materials,Specialty Chemicals,United States,http://www.danimerscientific.com
2925,2,DNOW,NOW INC.,Energy,Oil & Gas Equipment & Services,United States,http://www.dnow.com
1660,2,DNP,DNP Select Income Fund Inc.,Financial Services,Asset Management,United States,http://www.dnpselectincome.com
1661,2,DNZ,D and Z Media Acquisition Corp.,,,,
643,2,DNZ.U,"D and Z Media Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-",,,,
2807,2,DOC,PHYSICIANS REALTY TRUST,Real Estate,REIT—Healthcare Facilities,United States,http://www.docreit.com
2809,2,DOCN,"DigitalOcean Holdings, Inc.",Technology,Software—Infrastructure,United States,http://www.digitalocean.com
2810,2,DOCS,"Doximity, Inc.",,,,
1662,2,DOLE,Dole plc,,,,
1663,2,DOMA,"Doma Holdings, Inc.",Real Estate,Real Estate Services,United States,http://www.doma.com
1664,2,DOOR,MASONITE INTERNATIONAL CORP,Industrials,Building Products & Equipment,United States,http://www.masonite.com
374,2,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,United States,http://www.dovercorporation.com
1665,2,DOW,Dow Inc.,Basic Materials,Chemicals,United States,http://www.dow.com
1666,2,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,Financial Services,Asset Management,United States,http://www.dpgfund.com
1667,2,DPZ,Domino's Pizza Inc.,Consumer Cyclical,Restaurants,United States,http://www.dominos.com/index.intl.html
1668,2,DQ,Daqo New Energy Corp. American Depositary Shares (each representing 5 Ordinary Shares),Technology,Semiconductor Equipment & Materials,China,http://www.dqsolar.com
2950,2,DRD,DRDGOLD Ltd.,Basic Materials,Gold,South Africa,http://www.drdgold.com
1669,2,DRE,Duke Realty Corp.,Real Estate,REIT—Industrial,United States,http://www.dukerealty.com
2813,2,DRH,DiamondRock Hospitality Company,Real Estate,REIT—Hotel & Motel,United States,http://www.drhc.com
2815,2,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,United States,http://www.darden.com
2817,2,DRQ,"Dril-Quip, Inc.",Energy,Oil & Gas Equipment & Services,United States,http://www.dril-quip.com
2818,2,DS,Drive Shack Inc.,Consumer Cyclical,Leisure,United States,http://www.driveshack.com
2819,2,DSAQ,Direct Selling Acquisition Corp.,,,,
2820,2,DSAQ.U,"Direct Selling Acquisition Corp. Units, each consisting of one share of Class A common stock and one",,,,
1670,2,DSL,DOUBLELINE INCOME SOLUTIONS FUND,Financial Services,Asset Management,United States,http://www.doublelinefunds.com/closed_end_funds/income_solutions/overview.html
1671,2,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",,,,
1672,2,DSU,"Blackrock Debt Strategies Fund, Inc.",Financial Services,Asset Management,United States,http://www.blackrock.com/investing/products/240192/blackrock-debt-strategies-fund-inc-usd-fund
1673,2,DSX,"Diana Shipping, Inc.",Industrials,Marine Shipping,Greece,http://www.dianashippinginc.com
1674,2,DT,"Dynatrace, Inc.",Technology,Software—Application,United States,http://www.dynatrace.com
1675,2,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,,,,
1676,2,DTC,"Solo Brands, Inc.",Consumer Cyclical,Internet Retail,United States,http://www.solostove.com
1677,2,DTE,DTE Energy Company,Utilities,Utilities—Regulated Electric,United States,http://newlook.dteenergy.com
1678,2,DTF,DTF Tax-Free Income Inc.,Financial Services,Asset Management,United States,http://www.dtffund.com
1679,2,DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream,United States,http://www.dtmidstream.com
2822,2,DTP,DTE Energy Company 2019 Corporate Units,,,,
1680,2,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,,,,
1681,2,DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,,,,
1682,2,DUK,Duke Energy Corporation,Utilities,Utilities—Regulated Electric,United States,http://www.duke-energy.com
1683,2,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,,,,
1684,2,DV,"DoubleVerify Holdings, Inc.",Technology,Software—Application,United States,http://www.doubleverify.com
1685,2,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,United States,http://www.davita.com
1686,2,DVD,Dover Motorsports,Consumer Cyclical,Leisure,United States,http://www.dovermotorsports.com
1687,2,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,United States,http://www.devonenergy.com
1688,2,DWIN,Delwinds Insurance Acquisition Corp.,,,,
1689,2,DWIN.U,"Delwinds Insurance Acquisition Corp. Units, each consisting of one share of Class A common stock, an",,,,
1690,2,DX,"Dynex Capital, Inc.",Real Estate,REIT—Mortgage,United States,http://www.dynexcapital.com
1691,2,DXC,DXC Technology Company,Technology,Information Technology Services,United States,http://www.dxc.technology
2825,2,DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,United States,http://www.dycomind.com
2826,2,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,,,,
2828,2,E,ENI S.p.A.,Energy,Oil & Gas Integrated,Italy,http://www.eni.com
1692,2,EAF,GrafTech International Ltd.,Industrials,Electrical Equipment & Parts,United States,http://www.graftech.com
1693,2,EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series due September 1, 2066",,,,
1694,2,EARN,ELLINGTON RESIDENTIAL MORTGAGE REIT,Real Estate,REIT—Mortgage,United States,http://www.earnreit.com
1695,2,EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants,United States,http://brinker.com
2832,2,EB,"Eventbrite, Inc. Class A Common Stock",Technology,Software—Application,United States,http://www.eventbrite.com
1696,2,EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies,United States,http://www.ennis.com
1697,2,EBR,Centrais Eletricas Brasileiras S.A.- Eletrobras American Depositary Shares (Each representing one Co,Utilities,Utilities—Regulated Electric,Brazil,http://www.eletrobras.com
1698,2,EBR.B,Centrais Eletricas Brasileiras S.A.- Eletrobras American Depositary Shares (Each representing one Pr,Utilities,Utilities—Regulated Electric,Brazil,http://www.eletrobras.com
1699,2,EBS,"Emergent Biosolutions, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,United States,http://www.emergentbiosolutions.com
1700,2,EC,Ecopetrol S.A,Energy,Oil & Gas Integrated,Colombia,http://www.ecopetrol.com.co
2834,2,ECAT,BlackRock ESG Capital Allocation Trust,,,,
1701,2,ECC,EAGLE POINT CREDIT COMPANY INC.,Financial Services,Asset Management,United States,http://www.eaglepointcreditcompany.com
1702,2,ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,Financial Services,Asset Management,United States,http://www.eaglepointcreditcompany.com
1582,2,ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,Financial Services,Asset Management,United States,http://www.eaglepointcreditcompany.com
1816,2,ECCW,Eagle Point Credit Company Inc .6.75% Notes due 2031,,,,
1817,2,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,,,,
1818,2,ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,,,,
1819,2,ECL,"Ecolab, Inc.",Basic Materials,Specialty Chemicals,United States,http://www.ecolab.com
1820,2,ECOM,CHANNELADVISOR CORPORATION,Technology,Software—Application,United States,http://www.channeladvisor.com
1821,2,ECVT,Ecovyst Inc.,Basic Materials,Specialty Chemicals,United States,http://www.ecovyst.com
1822,2,ED,"Consolidated Edison, Inc.",Utilities,Utilities—Regulated Electric,United States,http://www.conedison.com
1823,2,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",Financial Services,Asset Management,United States,http://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=33956&sc=NO
2926,2,EDF,STONE HARBOR EMERGING MARKETS INCOME FUND,Financial Services,Asset Management,United States,http://www.shiplpcef.com/edf-objective.php?fund=edf
1824,2,EDI,STONE HARBOR EMERGING MARKETS TOTAL INCOME FUND,Financial Services,Asset Management,United States,http://www.shiplpcef.com/edi-objective.php?fund=edi
2837,2,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Utilities,Utilities—Regulated Electric,Argentina,http://www.edenor.com
1825,2,EDR,"Endeavor Group Holdings, Inc.",Communication Services,Entertainment,United States,http://www.endeavorco.com
1826,2,EDU,"New Oriental Education and Technology Group, Inc.",Consumer Defensive,Education & Training Services,China,http://www.neworiental.org
1827,2,EEA,"The European Equity Fund, Inc.",Financial Services,Asset Management,Germany,http://fundsus.deutscheam.com/EN/products/european_equity_fund.jsp
1828,2,EEX,"Emerald Holding, Inc.",Communication Services,Advertising Agencies,United States,http://www.emeraldx.com
1829,2,EFC,Ellington Financial Inc. Common Stock,Financial Services,Mortgage Finance,United States,http://www.ellingtonfinancial.com
1830,2,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,,,,
40,2,EFR,Eaton Vance Senior Floating-Rate Fund,Financial Services,Asset Management,United States,http://funds.eatonvance.com/Senior-Floating-Rate-Trust-EFR.php
1831,2,EFT,Eaton Vance Floating-Rate Income Trust,Financial Services,Asset Management,United States,http://funds.eatonvance.com/Floating-Rate-Income-Trust-EFT.php
1832,2,EFX,"Equifax, Incorporated",Industrials,Consulting Services,United States,http://www.equifax.com
1833,2,EGF,"Blackrock Enhanced Government Fund, Inc.",Financial Services,Asset Management,United States,http://www.blackrock.com/investing/products/240273/blackrock-enhanced-government-fund-inc-usd-fund
1834,2,EGGF,EG Acquisition Corp.,,,,
1835,2,EGGF.U,"EG Acquisition Corp. Units, each consisting of one share of Class A common stock and one-third of on",,,,
1836,2,EGHT,"8x8, Inc. Common Stock",Technology,Software—Application,United States,http://www.8x8.com
1837,2,EGO,Eldorado Gold Corporation,Basic Materials,Gold,Canada,http://www.eldoradogold.com
1838,2,EGP,EastGroup Properties Inc.,Real Estate,REIT—Industrial,United States,http://www.eastgroup.net
1839,2,EGY,"Vaalco Energy, Inc.",Energy,Oil & Gas E&P,United States,http://www.vaalco.com
1840,2,EHC,Encompass Health Corporation Common Stock,Healthcare,Medical Care Facilities,United States,http://www.encompasshealth.com
1841,2,EHI,"Western Asset Global High Income Fund, Inc",Financial Services,Asset Management,United States,http://institutional.myleggmason.com/portal/server.pt?open=512&objID=1377&cached=true&mode=2&userID=225408&mktcd=EHI
1842,2,EIC,Eagle Point Income Company Inc.,,,,
1843,2,EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,,,,
2927,2,EIG,"Employers Holdings, Inc.",Financial Services,Insurance—Specialty,United States,http://www.employers.com
10,2,EIX,Edison International,Utilities,Utilities—Regulated Electric,United States,http://www.edison.com
27,2,EL,The Estee Lauder Companies Inc. Class A,Consumer Defensive,Household & Personal Products,United States,http://www.elcompanies.com
24,2,ELAN,Elanco Animal Health Incorporated Common Stock,Healthcare,Drug Manufacturers—Specialty & Generic,United States,http://www.elanco.com
23,2,ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,,,,
21,2,ELC,"Entergy Louisiana, LLC Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",,,,
0,2,ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products,United States,http://www.elfcosmetics.com
65,2,ELP,Companhia Paranaense de Energia American Depositary Shares (each representing one Unit consisting o,Utilities,Utilities—Diversified,Brazil,http://www.copel.com
1844,2,ELS,"Equity Lifestyle Properties, Inc.",Real Estate,REIT—Residential,United States,http://www.equitylifestyleproperties.com
1845,2,ELVT,"Elevate Credit, Inc.",Financial Services,Credit Services,United States,http://www.elevate.com
52,2,ELY,Callaway Golf Company,Consumer Cyclical,Leisure,United States,http://www.callawaygolf.com
1846,2,EMD,"Western Asset Emerging Markets Debt Fund, Inc",Financial Services,Asset Management,United States,http://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1415&mktcd=SBEM&cached=true&mode=2&userID=355661
646,2,EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,United States,http://www.emcorgroup.com
1847,2,EMF,Templeton Emerging Markets Fund,Financial Services,Asset Management,Singapore,http://www.franklintempleton.com/en-us-retail/investor/products/other-funds/closed-end-fund-detail.page?FundID=911
1848,2,EMN,Eastman Chemical Company,Basic Materials,Chemicals,United States,http://www.eastman.com
1849,2,EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,Financial Services,Asset Management,United States,http://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=EMO
1850,2,EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series due October 1, 2066",,,,
1851,2,EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,United States,http://www.emerson.com
1852,2,ENB,"Enbridge, Inc",Energy,Oil & Gas Midstream,Canada,http://www.enbridge.com
1853,2,ENBA,Enbridge Inc. 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,,,,
1854,2,ENBL,"ENABLE MIDSTREAM PARTNERS, LP",Energy,Oil & Gas Midstream,United States,http://www.enablemidstream.com
1855,2,ENFN,"Enfusion, Inc.",Technology,Software—Application,United States,http://www.enfusion.com
1856,2,ENIA,Enel Americas S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Utilities,Utilities—Regulated Electric,Chile,http://www.enelamericas.com
1857,2,ENIC,Enel Chile S.A. American Depositary Shares Representing Common Stock (Each representing 50 shares of,Utilities,Utilities—Regulated Electric,Chile,http://www.enel.cl
1858,2,ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",,,,
1859,2,ENLC,"ENLINK MIDSTREAM, LLC",Energy,Oil & Gas Midstream,United States,http://www.enlink.com
1860,2,ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",,,,
1861,2,ENPC,Executive Network Partnering Corporation,Financial Services,Shell Companies,United States,http://www.enpc.co
1862,2,ENPC.U,"Executive Network Partnering Corporation CAPS, each consisting of one share of Class A common stock,",Financial Services,Shell Companies,United States,http://www.enpc.co
2847,2,ENR,"Energizer Holdings, Inc",Industrials,Electrical Equipment & Parts,United States,http://www.energizerholdings.com
387,2,ENS,"EnerSys, Inc.",Industrials,Electrical Equipment & Parts,United States,http://www.enersys.com
2850,2,ENV,"ENVESTNET, INC.",Technology,Software—Application,United States,http://www.envestnet.com
1863,2,ENVA,"Enova International, Inc.",Financial Services,Credit Services,United States,http://www.enova.com
1864,2,ENZ,"Enzo Biochem, Inc.",Healthcare,Diagnostics & Research,United States,http://www.enzo.com
1865,2,EOCW,Elliott Opportunity II Corp.,Financial Services,Shell Companies,United States,http://elliottopportunity.com
1866,2,EOCW.U,"Elliott Opportunity II Corp. Units, each consisting of one Class A ordinary share and one-fourth of",Financial Services,Shell Companies,United States,http://elliottopportunity.com
2851,2,EOD,WELLS FARGO GLOBAL DIVIDEND OPPORTUNITY FUND,Financial Services,Asset Management,United States,http://www.wellsfargoadvantagefunds.com/wfweb/wf/funds/cef/0EOD.jsp
2853,2,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,United States,http://www.eogresources.com
2855,2,EOI,Eaton Vance Enhanced Equity Income Fund,Financial Services,Asset Management,United States,http://funds.eatonvance.com/Enhanced-Equity-Income-Fund-EOI.php
1867,2,EOS,Eaton Vance Enhance Equity Income Fund II,Financial Services,Asset Management,United States,http://funds.eatonvance.com/Enhanced-Equity-Income-Fund-II-EOS.php
1868,2,EOT,EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,Financial Services,Asset Management,United States,http://funds.eatonvance.com/National-Municipal-Opportunities-Trust-EOT.php
1869,2,EPAC,Enerpac Tool Group Corp.,Industrials,Specialty Industrial Machinery,United States,http://www.enerpactoolgroup.com
1870,2,EPAM,"EPAM SYSTEMS, INC.",Technology,Information Technology Services,United States,http://www.epam.com
1871,2,EPC,Edgewell Personal Care Company,Consumer Defensive,Household & Personal Products,United States,http://edgewell.com
648,2,EPD,Enterprise Products Partners L.P.,Energy,Oil & Gas Midstream,United States,http://www.enterpriseproducts.com
1872,2,EPR,EPR Properties,Real Estate,REIT—Retail,United States,http://www.eprkc.com
1873,2,EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,REIT—Diversified,United States,http://essentialproperties.com
651,2,EPWR,Empowerment & Inclusion Capital I Corp.,Financial Services,Shell Companies,United States,http://www.empowermentandinclusion.com
1874,2,EPWR.U,"Empowerment & Inclusion Capital I Corp. Units, each consisting of one share of Class A common stock",Financial Services,Shell Companies,United States,http://www.empowermentandinclusion.com
1875,2,EQC,Equity Commonwealth,Real Estate,REIT—Office,United States,http://www.eqcre.com
1876,2,EQD,Equity Distribution Acquisition Corp.,Financial Services,Shell Companies,United States,http://www.equitydac.com
