,exchange_id,ticker,name,sector,industry,country,website
2946,2,A,Agilent Technologies Inc.,Healthcare,Diagnostics & Research,United States,http://www.agilent.com
2947,2,AA,Alcoa Corporation,Basic Materials,Aluminum,United States,http://www.alcoa.com
166,2,AAC,Ares Acquisition Corporation,Financial Services,Shell Companies,United States,http://www.aresacquisitioncorporation.com
7,2,AAC.U,"Ares Acquisition Corporation Units, each consisting of one Class A ordinary share, and one-fifth of",Financial Services,Shell Companies,United States,http://www.aresacquisitioncorporation.com
416,2,AAIC,Arlington Asset Investment Corp.,Real Estate,REIT—Mortgage,United States,http://www.arlingtonasset.com
420,2,AAIN,Arlington Asset Investment Corp. 6.000% Senior Notes Due 2026,,,,
717,2,AAN,"The Aaron's Company, Inc.",Consumer Cyclical,Specialty Retail,United States,http://www.aarons.com
423,2,AAP,ADVANCE AUTO PARTS INC,Consumer Cyclical,Specialty Retail,United States,http://www.advanceautoparts.com
731,2,AAQC,Accelerate Acquisition Corp.,Financial Services,Shell Companies,United States,http://www.xlr8ac.com
732,2,AAQC.U,"Accelerate Acquisition Corp. Units, each consisting of one Class A common stock, and one-third of on",Financial Services,Shell Companies,United States,http://www.xlr8ac.com
586,2,AAT,"AMERICAN ASSETS TRUST, INC.",Real Estate,REIT—Diversified,United States,http://www.americanassetstrust.com
83,2,AB,"AllianceBernstein Holding, L.P.",Financial Services,Asset Management,United States,http://www.alliancebernstein.com
617,2,ABB,ABB Ltd.,Industrials,Electrical Equipment & Parts,Switzerland,http://www.global.abb/group/
631,2,ABBV,ABBVIE INC.,Healthcare,Drug Manufacturers—General,United States,http://www.abbvie.com
68,2,ABC,AmerisourceBergen Corp.,Healthcare,Medical Distribution,United States,http://www.amerisourcebergen.com
2895,2,ABEV,AMBEV S.A.,Consumer Defensive,Beverages—Brewers,Brazil,http://www.ambev.com.br
2862,2,ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,http://www.asburyauto.com
2897,2,ABM,"ABM Industries, Inc.",Industrials,Specialty Business Services,United States,http://www.abm.com
2830,2,ABR,"Arbor Realty Trust, Inc.",Real Estate,REIT—Mortgage,United States,http://www.arbor.com
674,2,ABT,Abbott Laboratories,Healthcare,Medical Devices,United States,http://www.abbott.com
2840,2,AC,"Associated Capital Group, Inc.",Financial Services,Capital Markets,United States,http://www.associated-capital-group.com
33,2,ACA,"Arcosa, Inc. Common Stock",Industrials,Infrastructure Operations,United States,http://www.arcosa.com
708,2,ACAQ.U,"Athena Consumer Acquisition Corp. Units, each consisting of one share of Class A common stock and on",,,,
737,2,ACC,"American Campus Communities, Inc.",Real Estate,REIT—Residential,United States,http://www.americancampus.com
601,2,ACCO,Acco Brands Corporation,Industrials,Business Equipment & Supplies,United States,http://www.accobrands.com
611,2,ACDI.U,"Ascendant Digital Acquisition Corp. III Units, each consisting of one Class A ordinary share and one",,,,
633,2,ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,United States,http://www.accelentertainment.com
673,2,ACH,Alum Corp of China Limited,Basic Materials,Aluminum,China,http://www.chalco.com.cn
697,2,ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,United States,http://www.archer.com
710,2,ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,United States,http://www.albertsonscompanies.com
729,2,ACII,Atlas Crest Investment Corp. II,Financial Services,Shell Companies,United States,http://acii.atlascrestcorp.com
733,2,ACII.U,"Atlas Crest Investment Corp. II Units, each consisting of one Class A common stock, $.0001 par value",Financial Services,Shell Companies,United States,http://acii.atlascrestcorp.com
678,2,ACM,Aecom,Industrials,Engineering & Construction,United States,http://www.aecom.com
672,2,ACN,Accenture PLC,Technology,Information Technology Services,Ireland,http://www.accenture.com
592,2,ACP,Aberdeen Income Credit Strategies Fund,Financial Services,Asset Management,United Kingdom,http://www.aberdeenacp.com/
612,2,ACR,ACRES Commercial Realty Corp.,Real Estate,REIT—Mortgage,United States,http://www.acresreit.com
650,2,ACRE,Ares Commercial Real Estate Corporation,Real Estate,REIT—Mortgage,United States,http://www.arescre.com
654,2,ACRO,Acropolis Infrastructure Acquisition Corp.,Financial Services,Shell Companies,United States,http://www.acropolisinfrastructure.com
842,2,ACRO.U,"Acropolis Infrastructure Acquisition Corp. Units, each consisting of one share of Class A Common Sto",Financial Services,Shell Companies,United States,http://www.acropolisinfrastructure.com
741,2,ACV,Virtus AllianzGI Diversified Income & Convertible Fund,,,,
744,2,ADC,Agree Realty Corporation,Real Estate,REIT—Retail,United States,http://www.agreerealty.com
745,2,ADCT,ADC Therapeutics SA,Healthcare,Biotechnology,Switzerland,http://www.adctherapeutics.com
750,2,ADEX,Adit EdTech Acquisition Corp,Financial Services,Shell Companies,United States,http://www.aditedtech.com
751,2,ADEX.U,"Adit EdTech Acquisition Corp Units, each consisting of one share of common stock, and one-half of on",Financial Services,Shell Companies,United States,http://www.aditedtech.com
826,2,ADF,Aldel Financial Inc.,Financial Services,Shell Companies,United States,http://www.aldelfinancial.com
752,2,ADF.U,"Aldel Financial Inc. Units, each consisting of one share of Class A common stock and one-half of one",Financial Services,Shell Companies,United States,http://www.aldelfinancial.com
756,2,ADM,Archer Daniels Midland Company,Consumer Defensive,Farm Products,United States,http://www.adm.com
757,2,ADNT,Adient plc Ordinary Shares,Consumer Cyclical,Auto Parts,Ireland,http://www.adient.com
761,2,ADS,Alliance Data Systems Corporation,Financial Services,Credit Services,United States,http://www.alliancedata.com
762,2,ADT,ADT Inc.,Industrials,Security & Protection Services,United States,http://www.adt.com
770,2,ADX,"Adams Diversified Equity Fund, Inc",Financial Services,Asset Management,United States,http://www.adamsfunds.com
778,2,AEE,Ameren Corporation,Utilities,Utilities—Regulated Electric,United States,http://www.ameren.com
780,2,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,,,,
170,2,AEG,AEGON N.V.,Financial Services,Insurance—Diversified,Netherlands,http://www.aegon.com
784,2,AEL,American Equity Investment Life Holding Company,Financial Services,Insurance—Life,United States,http://www.american-equity.com
785,2,AEM,Agnico Eagle Mines Ltd.,Basic Materials,Gold,Canada,http://www.agnicoeagle.com
788,2,AENZ,Aenza S.A.A.,Industrials,Engineering & Construction,Peru,http://www.aenza.com.pe
789,2,AEO,American Eagle Outfitters,Consumer Cyclical,Apparel Retail,United States,http://www.aeo-inc.com
792,2,AER,Aercap Holdings N.V.,Industrials,Airports & Air Services,Ireland,http://www.aercap.com
795,2,AES,AES Corporation,Utilities,Utilities—Diversified,United States,http://www.aes.com
796,2,AESC,The AES Corporation,Utilities,Utilities—Diversified,United States,http://www.aes.com
799,2,AEVA,"Aeva Technologies, Inc.",Consumer Cyclical,Auto Parts,United States,http://www.aeva.ai
801,2,AFB,"Alliance National Municipal Income Fund, Inc.",Financial Services,Asset Management,United States,http://www.alliancebernstein.com/abcom/Product_Center/3_Vehicle/MF/ClosedEnd/AllianceBernstein_National_Muni_Income.htm
805,2,AFG,"American Financial Group, Inc.",Financial Services,Insurance—Property & Casualty,United States,http://www.afginc.com
77,2,AFGB,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",,,,
78,2,AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",,,,
79,2,AFGD,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",,,,
80,2,AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",,,,
807,2,AFI,"Armstrong Flooring, Inc.",Industrials,Building Products & Equipment,United States,http://www.armstrongflooring.com
6,2,AFL,Aflac Inc.,Financial Services,Insurance—Life,United States,http://www.aflac.com
814,2,AFT,Apollo Senior Floating Rate Fund Inc.,Financial Services,Asset Management,United States,http://www.agmfunds.com/InvestmentInformation/SeniorFloatingRateFund.aspx
816,2,AFTR,AfterNext HealthTech Acquisition Corp.,Financial Services,Shell Companies,United States,http://www.afternexthealthtech.com
817,2,AFTR.U,"AfterNext HealthTech Acquisition Corp. Units, each consisting of one Class A ordinary share and one-",Financial Services,Shell Companies,United States,http://www.afternexthealthtech.com
819,2,AG,FIRST MAJESTIC SILVER CORP,Basic Materials,Silver,Canada,http://www.firstmajestic.com
820,2,AGAC,African Gold Acquisition Corporation,Financial Services,Shell Companies,United States,http://www.africangoldcorp.com
821,2,AGAC.U,"African Gold Acquisition Corporation Units, each consisting of one Class A ordinary share and three",Financial Services,Shell Companies,United States,http://www.africangoldcorp.com
822,2,AGCB,Altimeter Growth Corp. 2,Financial Services,Shell Companies,United States,http://www.altimetergrowth.com/AGC.html
823,2,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,United States,http://www.agcocorp.com
824,2,AGD,Aberdeen Global Dynamic Dividend Fund,Financial Services,Asset Management,United Kingdom,http://www.alpinefunds.com/default.asp?P=856340&S=857561
14,2,AGI,Alamos Gold Inc. Class A Common Shares,Basic Materials,Gold,Canada,http://www.alamosgold.com
829,2,AGL,"agilon health, inc.",Healthcare,Medical Care Facilities,United States,http://agilonhealth.com
830,2,AGM,Federal Agricultural Mortgage Corporation,Financial Services,Credit Services,United States,http://www.farmermac.com
831,2,AGM.A,Federal Agricultural Mortgage Corporation Class A Voting,Financial Services,Credit Services,United States,http://www.farmermac.com
833,2,AGO,"Assured Guaranty, LTD",Financial Services,Insurance—Specialty,Bermuda,http://www.assuredguaranty.com
836,2,AGR,"Avangrid, Inc.",Utilities,Utilities—Regulated Electric,United States,http://www.avangrid.com
838,2,AGRO,ADECOAGRO S.A.,Consumer Defensive,Farm Products,Luxembourg,http://www.adecoagro.com
841,2,AGS,"PlayAGS, Inc.",Consumer Cyclical,Gambling,United States,http://www.playags.com
49,2,AGTI,"Agiliti, Inc.",Healthcare,Health Information Services,United States,http://www.agilitihealth.com
430,2,AGX,"Argan, Inc",Industrials,Engineering & Construction,United States,http://www.arganinc.com
850,2,AHH,"Armada Hoffler Properties, Inc.",Real Estate,REIT—Diversified,United States,http://www.armadahoffler.com
854,2,AHT,"Ashford Hospitality Trust, Inc.",Real Estate,REIT—Hotel & Motel,United States,http://www.ahtreit.com
855,2,AI,"C3.ai, Inc.",Technology,Information Technology Services,United States,http://www.C3.ai
432,2,AIC,Arlington Asset Investment Corp.,,,,
740,2,AIF,Apollo Tactical Income Fund Inc.,Financial Services,Asset Management,United States,http://www.agmfunds.com/InvestmentInformation/TacticalIncomeFund.aspx
742,2,AIG,"American International Group, Inc.",Financial Services,Insurance—Diversified,United States,http://www.aig.com
754,2,AIN,Albany International Corp Class A,Consumer Cyclical,Textile Manufacturing,United States,http://www.albint.com
755,2,AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund,,,,
759,2,AIR,AAR Corp.,Industrials,Aerospace & Defense,United States,http://www.aarcorp.com
760,2,AIRC,Apartment Income REIT Corp.,Real Estate,REIT—Residential,United States,http://www.aircommunities.com
764,2,AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,United States,http://www.applied.com
767,2,AIV,Apartment Investment and Management Company,Real Estate,REIT—Residential,United States,http://www.aimco.com
771,2,AIZ,"Assurant, Inc.",Financial Services,Insurance—Specialty,United States,http://www.assurant.com
772,2,AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",,,,
773,2,AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,United States,http://www.ajg.com
777,2,AJRD,"Aerojet Rocketdyne Holdings, Inc.",Industrials,Aerospace & Defense,United States,http://www.aerojetrocketdyne.com
779,2,AJX,Great Ajax Corp.,Real Estate,REIT—Mortgage,United States,http://www.greatajax.com
781,2,AJXA,Great Ajax Corp.7.25% Convertible Senior Notes due 2024,,,,
585,2,AKA,a.k.a. Brands Holding Corp.,Consumer Cyclical,Internet Retail,United States,http://www.aka-brands.com
793,2,AKO.A,Embotelladora Andina S.A. Series A,Consumer Defensive,Beverages—Non-Alcoholic,Chile,http://www.koandina.com
794,2,AKO.B,Embotelladora Andina S.A. Series B,Consumer Defensive,Beverages—Non-Alcoholic,Chile,http://www.koandina.com
798,2,AKR,Acadia Realty Trust,Real Estate,REIT—Retail,United States,http://www.acadiarealty.com
804,2,AL,Air Lease Corporation,Industrials,Rental & Leasing Services,United States,http://www.airleasecorp.com
808,2,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,United States,http://www.albemarle.com
811,2,ALC,Alcon Inc. Ordinary Shares,Healthcare,Medical Instruments & Supplies,Switzerland,http://www.alcon.com
812,2,ALCC,AltC Acquisition Corp.,,,,
818,2,ALE,"ALLETE, Inc.",Utilities,Utilities—Diversified,United States,http://www.allete.com
825,2,ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT—Diversified,United States,http://www.alexanderbaldwin.com
827,2,ALG,"Alamo Group, Inc.",Industrials,Farm & Heavy Construction Machinery,United States,http://www.alamo-group.com
834,2,ALIT,"Alight, Inc.",Technology,Software—Application,United States,http://www.alight.com
835,2,ALK,"Alaska Air Group, Inc.",Industrials,Airlines,United States,http://www.alaskaair.com
839,2,ALL,The Allstate Corporation,Financial Services,Insurance—Property & Casualty,United States,http://www.allstate.com
840,2,ALLE,Allegion Public Limited Company,Industrials,Security & Protection Services,Ireland,http://www.allegion.com
844,2,ALLY,Ally Financial Inc.,Financial Services,Credit Services,United States,http://www.ally.com
739,2,ALSN,"ALLISON TRANSMISSION HOLDINGS, INC.",Consumer Cyclical,Auto Parts,United States,http://www.allisontransmission.com
2948,2,ALTG,Alta Equipment Group Inc.,Industrials,Rental & Leasing Services,United States,http://www.altaequipment.com
748,2,ALV,"Autoliv, Inc.",Consumer Cyclical,Auto Parts,Sweden,http://www.autoliv.com
753,2,ALX,Alexander's Inc.,Real Estate,REIT—Retail,United States,http://www.alx-inc.com
758,2,AM,Antero Midstream Corporation Common Stock,Energy,Oil & Gas Midstream,United States,http://www.anteromidstream.com
763,2,AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),Healthcare,Biotechnology,United States,http://ambrx.com
766,2,AMBC,"Ambac Financial Group, Inc.",Financial Services,Insurance—Specialty,United States,http://www.ambac.com
774,2,AMBP,Ardagh Metal Packaging S.A.,Consumer Cyclical,Packaging & Containers,Luxembourg,http://www.ardaghmetalpackaging.com
776,2,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",Communication Services,Entertainment,United States,http://www.amctheatres.com
782,2,AMCR,Amcor plc Ordinary Shares,Consumer Cyclical,Packaging & Containers,Switzerland,http://www.amcor.com
791,2,AME,"Ametek, Inc.",Industrials,Specialty Industrial Machinery,United States,http://www.ametek.com
50,2,AMG,Affiliated Managers Group,Financial Services,Asset Management,United States,http://www.amg.com
803,2,AMH,AMERICAN HOMES 4 RENT,Real Estate,REIT—Residential,United States,http://www.americanhomes4rent.com
813,2,AMK,"AssetMark Financial Holdings, Inc.",Financial Services,Asset Management,United States,http://www.assetmark.com
832,2,AMN,AMN Healthcare Services,Healthcare,Medical Care Facilities,United States,http://www.amnhealthcare.com
89,2,AMOV,America Movil SAB de CV,Communication Services,Telecom Services,Mexico,http://www.americamovil.com
845,2,AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,United States,http://www.ameriprise.com
846,2,AMPI,"Advanced Merger Partners, Inc.",Financial Services,Shell Companies,United States,http://advancedmerger.com
847,2,AMPI.U,"Advanced Merger Partners, Inc. Units, each consisting of one share of Class A common stock and one-s",Financial Services,Shell Companies,United States,http://advancedmerger.com
848,2,AMPY,Amplify Energy Corp.,Energy,Oil & Gas E&P,United States,http://www.amplifyenergy.com
849,2,AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials,Coking Coal,United States,http://www.alphametresources.com
587,2,AMRC,"Ameresco, Inc.",Industrials,Engineering & Construction,United States,http://www.ameresco.com
853,2,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",Healthcare,Drug Manufacturers—Specialty & Generic,United States,http://www.amneal.com
747,2,AMT,American Tower Corporation,Real Estate,REIT—Specialty,United States,http://www.americantower.com
768,2,AMWL,American Well Corporation,Healthcare,Health Information Services,United States,http://amwell.com
769,2,AMX,America Movil S.A.B de C.V,Communication Services,Telecom Services,Mexico,http://www.americamovil.com
783,2,AN,"AutoNation, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,http://www.autonation.com
786,2,ANAC,Arctos NorthStar Acquisition Corp.,Financial Services,Shell Companies,United States,http://www.arctosnorthstar.com
787,2,ANAC.U,"Arctos NorthStar Acquisition Corp. Units, each consisting of one Class A ordinary share, and one-fou",Financial Services,Shell Companies,United States,http://www.arctosnorthstar.com
806,2,ANET,Arista Networks,Technology,Computer Hardware,United States,http://www.arista.com
809,2,ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,United States,http://www.abercrombie.com
743,2,ANTM,"ANTHEM, INC.",Healthcare,Healthcare Plans,United States,http://www.antheminc.com
173,2,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,United States,http://www.annovisbio.com
800,2,AOD,Aberdeen Total Dynamic Dividend Fund,Financial Services,Asset Management,United Kingdom,http://www.alpinefunds.com/default.asp?P=856340&S=857569
810,2,AOMR,"Angel Oak Mortgage, Inc.",Real Estate,REIT—Mortgage,United States,http://www.angeloakreit.com
815,2,AON,Aon plc Class A,Financial Services,Insurance Brokers,Ireland,http://www.aon.com
828,2,AOS,A.O. Smith Corporation,Industrials,Specialty Industrial Machinery,United States,http://www.aosmith.com
852,2,AP,Ampco-Pittsburgh Corp.,Industrials,Metal Fabrication,United States,http://ampcopgh.com
749,2,APAM,ARTISAN PARTNERS ASSET MANAGEMENT INC.,Financial Services,Asset Management,United States,http://www.artisanpartners.com
90,2,APD,"Air Products & Chemicals, Inc.",Basic Materials,Chemicals,United States,http://www.airproducts.com
775,2,APG,APi Group Corporation,Industrials,Engineering & Construction,United States,http://www.apigroupinc.com
790,2,APGB,Apollo Strategic Growth Capital II,Financial Services,Shell Companies,United States,http://www.apollostrategicgrowthcapitalii.com
797,2,APGB.U,"Apollo Strategic Growth Capital II Units, each consisting of one Class A ordinary share, and one-fif",Financial Services,Shell Companies,United States,http://www.apollostrategicgrowthcapitalii.com
802,2,APH,Amphenol Corporation,Technology,Electronic Components,United States,http://www.amphenol.com
843,2,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT—Hotel & Motel,United States,http://www.applehospitalityreit.com
738,2,APN.U,"Apeiron Capital Investment Corp. Units, each consisting of one share of Class A Common Stock and one",,,,
91,2,APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,United States,http://www.apollo.com
746,2,APRN,"Blue Apron Holdings, Inc. Class A Common Stock",Consumer Cyclical,Internet Retail,United States,http://www.blueapron.com
2082,2,APSG,Apollo Strategic Growth Capital,Financial Services,Shell Companies,United States,http://www.apollostrategicgrowthcapital.com
765,2,APSG.U,"Apollo Strategic Growth Capital Units, each consisting of one Class A Ordinary Share and one-third W",Financial Services,Shell Companies,United States,http://www.apollostrategicgrowthcapital.com
837,2,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT—Residential,United States,http://pacapts.com
851,2,APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Ireland,http://www.aptiv.com
2054,2,AQN,Algonquin Power & Utilities Corp,Utilities,Utilities—Renewable,Canada,http://algonquinpower.com
2055,2,AQNA,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due,,,,
2056,2,AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July,,,,
2057,2,AQNU,Algonquin Power & Utilities Corp. Corporate Units,,,,
2058,2,AQUA,Evoqua Water Technologies Corp. Common Stock,Industrials,Pollution & Treatment Controls,United States,http://www.evoqua.com
590,2,AR,ANTERO RESOURCES CORPORATION,Energy,Oil & Gas E&P,United States,http://www.anteroresources.com
2059,2,ARC,"ARC Document Solutions, Inc.",Industrials,Specialty Business Services,United States,http://www.e-arc.com
2060,2,ARCH,"Arch Resources, Inc.",Energy,Thermal Coal,United States,http://www.archrsc.com
2061,2,ARCO,ARCOS DORADOS HOLDINGS INC.,Consumer Cyclical,Restaurants,Uruguay,http://www.arcosdorados.com
436,2,ARDC,"ARES DYNAMIC CREDIT ALLOCATION FUND, INC.",Financial Services,Asset Management,United States,http://www.arespublicfunds.com/funds/ardc/overview/
2062,2,ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT—Office,United States,http://www.are.com
2063,2,ARES,Ares Management Corporation Class A Common Stock,Financial Services,Asset Management,United States,http://www.aresmgmt.com
2064,2,ARGD,"Argo Group US, Inc. 6.500% Senior Notes due 2042",,,,
2065,2,ARGO,"Argo Group International Holdings, Ltd.",Financial Services,Insurance—Property & Casualty,Bermuda,http://www.argolimited.com
92,2,ARI,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",Real Estate,REIT—Mortgage,United States,http://www.apolloreit.com
2066,2,ARIS,"Aris Water Solutions, Inc.",,,,
2067,2,ARL,"American Realty Investors, Inc.",Real Estate,Real Estate—Development,United States,http://www.americanrealtyinvest.com
2068,2,ARLO,"Arlo Technologies, Inc.",Industrials,Security & Protection Services,United States,http://www.arlo.com
2069,2,ARMK,ARAMARK,Consumer Cyclical,Restaurants,United States,http://www.aramark.com
2070,2,ARNC,Arconic Corporation,Industrials,Specialty Industrial Machinery,United States,http://www.arconic.com
2071,2,AROC,Archrock Inc,Energy,Oil & Gas Equipment & Services,United States,http://www.archrock.com
2072,2,ARR,"ARMOUR Residential REIT, Inc.",Real Estate,REIT—Mortgage,United States,http://www.armourreit.com
591,2,ARW,"Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,United States,http://www.arrow.com
2073,2,ASA,ASA GOLD AND PRECIOUS METALS LIMITED,Financial Services,Asset Management,United States,http://www.asaltd.com
2074,2,ASAI,Sendas Distribuidora S.A. American Depositary Share (each representing five common shares),Consumer Defensive,Grocery Stores,Brazil,http://www.assai.com.br
2075,2,ASAN,"Asana, Inc. Class A Common Stock",Technology,Software—Application,United States,http://asana.com
2076,2,ASAQ,Atlantic Avenue Acquisition Corp,Financial Services,Shell Companies,United States,http://asaqspac.com
2077,2,ASAQ.U,"Atlantic Avenue Acquisition Corp. Units, each consisting of one share of Class A common stock and on",Financial Services,Shell Companies,United States,http://asaqspac.com
25,2,ASB,Associated Banc-Corp,Financial Services,Banks—Regional,United States,http://www.associatedbank.com
2078,2,ASC,ARDMORE SHIPPING CORPORATION,Industrials,Marine Shipping,Bermuda,http://ardmoreshipping.com
61,2,ASG,LIBERTY ALL-STAR GROWTH FD,Financial Services,Asset Management,United States,http://www.all-starfunds.com/fundfacts-asg.php
2079,2,ASGI,Aberdeen Standard Global Infrastructure Income Fund,,,,
2080,2,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,United States,http://www.asgn.com
2081,2,ASH,Ashland Global Holdings Inc.,Basic Materials,Specialty Chemicals,United States,http://www.ashland.com
93,2,ASIX,AdvanSix Inc.,Basic Materials,Chemicals,United States,http://www.advansix.com
2083,2,ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,United States,http://www.aerogel.com
2084,2,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. American Depositary Shares",Industrials,Airports & Air Services,Mexico,http://www.asur.com.mx
98,2,ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan,http://www.aseglobal.com
102,2,ASZ,Austerlitz Acquisition Corporation II,Financial Services,Shell Companies,United States,http://investor.austerlitz2.com
103,2,ASZ.U,"Austerlitz Acquisition Corporation II Units, each consisting of one Class A ordinary share and one-f",Financial Services,Shell Companies,United States,http://investor.austerlitz2.com
104,2,ATA,Americas Technology Acquisition Corp.,Financial Services,Shell Companies,United States,http://atacspac.com
105,2,ATA.U,"Americas Technology Acquisition Corp. Units, each consisting of one Ordinary Share and one half of R",Financial Services,Shell Companies,United States,http://atacspac.com
2085,2,ATAQ,Altimar Acquisition Corp. III,Financial Services,Shell Companies,United States,http://ataq.altimaracquisition.com
108,2,ATAQ.U,"Altimar Acquisition Corp. III Units, each consisting of one Class A ordinary share, and one-fourth o",,,United States,http://ataq.altimaracquisition.com
594,2,ATC,Atotech Limited,Technology,Electronic Components,United Kingdom,http://www.atotech.com
112,2,ATCO,Atlas Corp.,Financial Services,Asset Management,United Kingdom,http://www.atlascorporation.com
2086,2,ATEN,A10 NETWORKS INC,Technology,Software—Infrastructure,United States,http://www.a10networks.com
2087,2,ATGE,Adtalem Global Education Inc. Common Shares,Consumer Defensive,Education & Training Services,United States,http://www.adtalem.com
2088,2,ATH,Athene Holding Ltd. Class A Common Shares,Financial Services,Insurance—Diversified,Bermuda,http://www.athene.com
2089,2,ATHM,"Autohome Inc. American Depositary Shares, each representing four Class A Ordinary Shares",Communication Services,Internet Content & Information,China,http://www.autohome.com.cn
2090,2,ATHN,Athena Technology Acquisition Corp.,,,,
2091,2,ATHN.U,"Athena Technology Acquisition Corp. Units, each consisting of one share of Class A Common Stock and",,,,
2092,2,ATI,Allegheny Technologies,Industrials,Metal Fabrication,United States,http://www.atimetals.com
2093,2,ATIP,"ATI Physical Therapy, Inc.",Healthcare,Medical Care Facilities,United States,http://www.atipt.com
2094,2,ATKR,Atkore Inc.,Industrials,Electrical Equipment & Parts,United States,http://www.atkore.com
2095,2,ATMR,Altimar Acquisition Corp. II,,,,
2096,2,ATMR.U,"Altimar Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-fourth of",,,,
2097,2,ATO,Atmos Energy Corporation,Utilities,Utilities—Regulated Gas,United States,http://www.atmosenergy.com
2098,2,ATR,"AptarGroup, Inc.",Consumer Cyclical,Packaging & Containers,United States,http://www.aptar.com
115,2,ATTO,Atento S.A.,Industrials,Specialty Business Services,Luxembourg,http://www.atento.com
117,2,ATUS,"Altice USA, Inc. Class A Common Stock",Communication Services,Telecom Services,United States,http://www.alticeusa.com
2099,2,AU,AngloGold Ashanti Limited,Basic Materials,Gold,South Africa,http://www.anglogoldashanti.com
119,2,AUD,"Audacy, Inc.",Communication Services,Broadcasting,United States,http://audacyinc.com
2100,2,AUS,Austerlitz Acquisition Corporation I,Financial Services,Shell Companies,United States,http://investor.austerlitz1.com
2101,2,AUS.U,"Austerlitz Acquisition Corporation I Units, each consisting of one Class A ordinary share and one-fo",Financial Services,Shell Companies,United States,http://investor.austerlitz1.com
2102,2,AUY,"Yamana Gold, Inc.",Basic Materials,Gold,Canada,http://www.yamana.com
2103,2,AVA,Avista Corporation,Utilities,Utilities—Diversified,United States,http://investor.avistacorp.com
2104,2,AVAL,GRUPO AVAL ACCIONES Y VALORES S.A.,Financial Services,Banks—Regional,Colombia,http://www.grupoaval.com
2105,2,AVAN,Avanti Acquisition Corp.,Financial Services,Shell Companies,Cayman Islands,http://www.avanti-acquisition.com
2106,2,AVAN.U,"Avanti Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one re",Financial Services,Shell Companies,Cayman Islands,http://www.avanti-acquisition.com
2107,2,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT—Residential,United States,http://www.avalonbay.com
2108,2,AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,United States,http://www.american-vanguard.com
2109,2,AVK,Advent Convertible and Income Fund,Financial Services,Asset Management,United States,http://www.guggenheimfunds.com/cef/fund/avk
2110,2,AVLR,"Avalara, Inc.",Technology,Software—Application,United States,http://www.avalara.com
442,2,AVNS,"Avanos Medical, Inc.",Healthcare,Medical Devices,United States,http://avanos.com
2111,2,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,United States,http://www.avient.com
124,2,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,United States,http://www.avantorsciences.com
2112,2,AVY,Avery Dennison Corp.,Industrials,Business Equipment & Supplies,United States,http://www.averydennison.com
